gridcode,Lp,Lp_lower_CI,Lp_higer_CI,gamma,gamma_low,gamma_high,R2
1029,0.2551684745701505,0.2530895403576008,0.25726448561429904,1.1328822348056071,1.103306242251397,1.1624582273598172,0.7604110010216469
103,0.6252681549380776,0.395983041036597,0.9873156803791884,0.5000000000000392,0.5,0.7103574630583127,0.6648928694050864
1030,0.23957190170365472,0.2380669191507372,0.24108639827260045,1.4873124979655263,1.4599519892439128,1.51467300668714,0.7686762699729914
1031,0.274923685791981,0.2730697164901188,0.2767902423635574,1.5957938886493293,1.5626012542526135,1.628986523046045,0.7465121286722733
1032,0.2861826173664691,0.28485536881183393,0.28751605007249703,2.65711802771525,2.6096258283293383,2.704610227101162,0.7083461066819761
1033,0.22497598341700734,0.22356153930381595,0.226399376529904,1.288308388644371,1.2667596479902903,1.3098571292984516,0.7784339526035795
1034,0.2357354144222736,0.23424533221263968,0.23723497534796342,1.2874647510908896,1.2632926923703438,1.3116368098114355,0.7861397788036808
1035,0.2772198999822987,0.27472390141687514,0.2797385758932552,1.1120635108574761,1.0805960400168444,1.1435309816981079,0.6984034285562226
1036,0.30134226958917965,0.29865383685433244,0.3040549031534752,1.0404420425782326,1.0110705332163028,1.0698135519401624,0.7422553929123128
1037,0.29146786313947637,0.2885659453902633,0.2943989635651546,1.0248710767807074,0.967346092115204,1.082396061446211,0.6104068066503879
